Region	Tilhørighet2EnhetID	Tilhørighet2	TilhørighetEnhetID	Tilhørighet	EnhetID	Enhetsnavn	Enhetskorttype	Enhetstype (Utledet)	Antall G/K - plasser	Antall budsjetterte plasser	Hjemler	Nedlagt Dato	Eierskapenhet	Lokasjonskode	ePhorte Adm Id	Fylke	Kommune	Adresse	Postnummer	Poststed	Telefon	Nettside	EPost	Orgnr
Sør	48647	Human Care Ung AS	1375	Humana Barnevern Arendal	46331	Husefjell	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 4-1 Hjelpetiltak akutt / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AGDER	ARENDAL	Husefjellveien 7	4810	EYDEHAVN				924930675
Sør			46368	TEST - Birk-AD - Mor 1	46367	TEST - Birk-AD - Barn 1	Barnevernsinstitusjon	Barnevernsinstitusjon	0	0			Statlig			VESTFOLD	TØNSBERG	Anton Jenssens gate 5	3125	TØNSBERG				
Øst			1405	Rena Ungdoms- og Familiesenter	46375	Haralosen 24	Avdeling	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			INNLANDET	ÅMOT	Haralosen 24	2450	RENA				
Sør			31011	Den Skreddersydde Enhet AS	46506	Tvedestrand	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AGDER	TVEDESTRAND	Epleviktangen 63	4900	TVEDESTRAND				913743059
Sør	27879	Aberia Ung AS	52058	Aberia Ung Sør - Agder	46507	Fagerheim	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AGDER	LILLESAND	Fagerheimsveien 2a	4790	LILLESAND				919733829
Øst			45935	Grepperød Barnevernssenter	45923	Dilling omsorgshjem	Barnevernsinstitusjon	Barnevernsinstitusjon	5	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 4-1 Hjelpetiltak akutt / § 5-1 Omsorgsovertakelse		Kommunal			ØSTFOLD	MOSS	Østre Årefjordvei	1570	DILLING				
Øst					45935	Grepperød Barnevernssenter	Barnevernsinstitusjon	Barnevernsinstitusjon	0	0			Kommunal			ØSTFOLD	MOSS	Østre Årefjordvei 106	1570	DILLING				
Nord			813	Yttrabekken ungdomssenter administrasjon	45980	Yttrabekken Ungdomssenter	Avdeling	Barnevernsinstitusjon	0	0			Statlig			NORDLAND	RANA	Brennstadmoen 23	8614	MO I RANA				
Øst			50996	Eir Barnevern AS	47109	Eir barnevern AS	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	ASKER	Siliusveien 1	3480	FILTVET			post@eirbarnevern.no	925041777
Øst	1365	Stendi AS	28086	Stendi Område Øst	47199	Toppen bofellesskap	Barnevernsinstitusjon	Barnevernsinstitusjon	5	0	/ § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			OSLO	OSLO	Åsjordet 13	0381	OSLO				
Vest	27879	Aberia Ung AS	52061	Aberia Ung - Bergen	47210	Totland	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt		Privat, kommersiell			VESTLAND	BERGEN	Totlandsveien 410	5226	NESTTUN				925654949
Øst			44108	TFCO Lillestrøm	47284	TFCO Lillestrøm uten behandlingshjem	Avdeling	Oppfølgingsteam	0	0			Statlig			AKERSHUS	LILLESTRØM	Lillestrøm torv 6	2000	LILLESTRØM				
Sør			1279	Janus Omsorg AS	47334	Vikersund	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			BUSKERUD	MODUM	Flatlivegen 6	3370	VIKERSUND				997139224
Sør	27879	Aberia Ung AS	52058	Aberia Ung Sør - Agder	47480	Myra	Avdeling	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 5-5 Flytting / § 4-2 Akutt, uten samtykke		Privat, kommersiell			AGDER	ARENDAL	Moldveien 28	4848	ARENDAL				984331584
Øst					47489	Trygg Start AS	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0			Privat, kommersiell			INNLANDET	GJØVIK	Hunnsvegen 64	2819	GJØVIK				995629666
Nord	27879	Aberia Ung AS	46067	Aurora Omsorg AS Administrasjon	47672	Myklebostad	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			NORDLAND	BODØ	Midnattsolveien 853	8016	BODØ				923459405
Vest	27879	Aberia Ung AS	52062	Aberia Ung - Rogaland	47805	Tananger	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ROGALAND	SOLA	Myklebustvegen 131	4056	TANANGER				927252058
Øst					47809	Sti Omsorg	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			INNLANDET	LILLEHAMMER	Vingnesgata 16	2608	LILLEHAMMER				920900437
Sør	27879	Aberia Ung AS	52059	Aberia Ung Sør - Vestfold og Telemark	48338	Lille Frankrike	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	BAMBLE	Valleveien 1547	3960	STATHELLE				925333093
Sør	48647	Human Care Ung AS	48650	Humana Barnevern Øst	48423	Avdeling Vivestad	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			VESTFOLD	TØNSBERG	Bårnesveien 1	3175	RAMNES				926071858
Vest	27879	Aberia Ung AS	52061	Aberia Ung - Bergen	48492	Høgstølen	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke / § 4-1 Hjelpetiltak akutt		Privat, kommersiell			VESTLAND	BERGEN	Høgstølen 21	5111	BREISTEIN				927385856
Sør			48518	Himmelblå AS	48519	Bakkane gård	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	SKIEN	Bakkane 17	3728	SKIEN				815008502
Nord	1365	Stendi AS	24701	Stendi Område Nord, Midt og Innlandet	48584	Sundlia bofellesskap	Avdeling	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			TROMS	MÅLSELV	Sundliveien 131	9325	BARDUFOSS				985194653
Nord	1365	Stendi AS	24701	Stendi Område Nord, Midt og Innlandet	48590	Sølvsmia bofellesskap	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 4-2 Akutt, uten samtykke / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			TROMS	MÅLSELV	Kjerresnesveien 9	9322	KARLSTAD				925667277
Sør	1365	Stendi AS	28085	Stendi Område Sør og Vest	48760	Skeie	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-5 Akuttvedtak v/fare for menneskehandel / § 6-6 Plassering i institusjon v/fare for menneskehandel		Privat, kommersiell			AGDER	LINDESNES	xx	4516	MANDAL				926879847
Sør			38250	Cura Kompetanse AS	48761	Bettum	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			VESTFOLD	TØNSBERG	Bettumveien 224	3178	VÅLE				916366779
Nord	48647	Human Care Ung AS	46154	Humana Barnevern Harstad	48804	Landsåsveien	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TROMS	HARSTAD	Landsåsveien 21	9406	HARSTAD				826839392
Øst					48054	Tangen barneinstitusjon	Barnevernsinstitusjon	Barnevernsinstitusjon	5	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Kommunal			OSLO	OSLO	Postboks 6726 St. Olavs plass	0130	OSLO				
Vest			1332	Voss Barnevernsenter	48201	Skulestad	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, ideell			VESTLAND	VOSS	Skulestadtunet 34	5710	SKULESTADMO				926744178
Midt	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	49005	Heimstad	Avdeling	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			TRØNDELAG	INDRE FOSEN	Sundsmyrveien 1	7100	RISSA				925036226
Sør			31011	Den Skreddersydde Enhet AS	49185	Tveit	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	KRISTIANSAND	Birkelandsveien 2171	4658	TVEIT				913743059
Nord	27879	Aberia Ung AS	46067	Aurora Omsorg AS Administrasjon	49207	Gimle bofellesskap	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			TROMS	TROMSØ	Njords veg 49	9019	TROMSØ				923459405
Sør			31011	Den Skreddersydde Enhet AS	49308	Kragerø	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	KRAGERØ	Barmsøyveien 2	3790	HELLE				913743059
Nord	27879	Aberia Ung AS	46067	Aurora Omsorg AS Administrasjon	49367	Skaug	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			NORDLAND	BODØ	Midnattsolveien 1564	8016	BODØ				923459405
Sør	48647	Human Care Ung AS	48650	Humana Barnevern Øst	49421	Bølekroken	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 6-6 Plassering i institusjon v/fare for menneskehandel / § 4-5 Akuttvedtak v/fare for menneskehandel		Privat, kommersiell			TELEMARK	SKIEN	x	3713	SKIEN				929469054
Nord			50995	Betania Almahuset	49729	Betania Almahuset Alta	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke / § 5-5 Flytting		Privat, ideell			FINNMARK	ALTA	Furuly 22	9512	ALTA				928614115
Nord					49730	Alta Kommune Storbakken	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Kommunal			FINNMARK	ALTA	Storbakken 64	9515	ALTA				944588132
Nord			49730	Alta Kommune Storbakken	49731	Alta storbakken Hybel	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-1 Hjelpetiltak / § 3-2 Hjelpetiltak omsorg		Kommunal			FINNMARK	ALTA	Storbakken 64	9515	ALTA				944588132
Nord			50995	Betania Almahuset	49779	Betania Almahuset, Kirkenes	Barnevernsinstitusjon	Barnevernsinstitusjon	0	0			Privat, ideell			FINNMARK	SØR-VARANGER	Tunstadbakken 33	9901	KIRKENES				928614093
Øst			1324	Fossumkollektivet	49944	Fossum ung 3	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			ØSTFOLD	INDRE ØSTFOLD	Grinibakken 4	1820	SPYDEBERG				928546047
Vest	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	50143	Davanger	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			VESTLAND	ASKØY	Davangervegen 50	5310	HAUGLANDSHELLA				925036226
Øst			46153	Ideell Omsorg AS	50280	Vibostad	Avdeling	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	NES	Vestgrenda 61	2164	SKOGBYGDA				
Vest	30529	Haraldsplass Serio Ung	1349	Haraldsplass Serio Ung Region Vestland	50294	Strøno	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, ideell			VESTLAND	BJØRNAFJORDEN	Sørstrøno 216	5217	HAGAVIK				
Øst			50303	SMS Omsorg AS	50304	Hesteskoen	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	NORDRE FOLLO	Hesteskoen 21	1408	KRÅKSTAD				913358562
Sør			38250	Cura Kompetanse AS	50337	Mosserød	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 5-5 Flytting		Privat, kommersiell			VESTFOLD	SANDEFJORD	Mosserødveien 53	3226	SANDEFJORD				916366779
Sør			38250	Cura Kompetanse AS	50361	Ra	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			VESTFOLD	SANDEFJORD	Raveien 345E	3220	SANDEFJORD				916366779
Sør			1274	Næromsorg Sør AS	50367	Kroodden	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	KRISTIANSAND	Kroodden 41	4633	KRISTIANSAND S				917751919
Øst			1324	Fossumkollektivet	50418	Lille Rud	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			ØSTFOLD	INDRE ØSTFOLD	Nedre Damvei 38	1820	SPYDEBERG				993507075
Sør	27879	Aberia Ung AS	52058	Aberia Ung Sør - Agder	50442	Vik	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke		Privat, kommersiell			AGDER	GRIMSTAD	Vik 30	4885	GRIMSTAD				929989635
Øst	27825	Frelsesarmeens seksjon for oppvekst	1326	Frelsesarmeen institusjon Øst	50463	Frelsesarmeen øst, avd. William	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			AKERSHUS	LILLESTRØM	Sørumterrassen 45A	2000	LILLESTRØM				918599487
Øst			1324	Fossumkollektivet	50472	Fossum ung 4	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			ØSTFOLD	SKIPTVET	Engskleiva 8	1816	SKIPTVET				928546047
Sør			50690	Fjellstø	50505	Seljevegen	Avdeling	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			BUSKERUD	GOL	Seljevegen 6	3550	GOL				917525439
Øst	1365	Stendi AS	28086	Stendi Område Øst	50598	Ljabru 	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			OSLO	OSLO	Ljabrubakken 19	1165	OSLO				
Vest	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	50600	Haugland	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			VESTLAND	ASKØY	Høgliveien 11	5310	HAUGLANDSHELLA				925036226
Midt			824	Gilantunet ungdomshjem administrasjon	50939	Gilantunet ungdomshjem	Avdeling	Barnevernsinstitusjon	7	7	/ § 4-2 Akutt, uten samtykke		Statlig			TRØNDELAG	MELHUS	Konstadlykkvegen 55	7213	GÅSBAKKEN				
Øst	1365	Stendi AS	28086	Stendi Område Øst	50955	Høybråten bofelleskap	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke		Privat, kommersiell			OSLO	OSLO	Ruths vei 23	0980	OSLO				
Midt	1365	Stendi AS	24701	Stendi Område Nord, Midt og Innlandet	50963	Havgløtt	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			TRØNDELAG	TRONDHEIM	Hangerslettveien 398	7070	BOSBERG				929621816
Sør	27825	Frelsesarmeens seksjon for oppvekst	1334	Frelsesarmeen institusjon, enhet sør	51012	Skogtunet	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, ideell			BUSKERUD	DRAMMEN	Vinnesgate 57	3057	SOLBERGELVA				930754161
Midt	49297	Blå kors	1352	Blå Kors Barnevern avdeling Malvik (Villa Vika)	51084	Sortatunet	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			TRØNDELAG	STJØRDAL	Sortasvegen 56	7517	HELL				885851312
Midt	49297	Blå kors	1352	Blå Kors Barnevern avdeling Malvik (Villa Vika)	51084	Sortatunet	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			TRØNDELAG	STJØRDAL	Sortasvegen 56	7517	HELL				885851312
Sør			48518	Himmelblå AS	51109	Borgestad	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-2 Akutt, uten samtykke		Privat, kommersiell			TELEMARK	SKIEN	Håvundvegen 371	3711	SKIEN				815008502
Øst					51112	Aberia avdeling Blommenholm	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 3-1 Hjelpetiltak		Privat, kommersiell			AKERSHUS	BÆRUM	Blommenholmveien 13	1365	BLOMMENHOLM				
Sør	27879	Aberia Ung AS	52059	Aberia Ung Sør - Vestfold og Telemark	51148	Meensvegen	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			TELEMARK	SKIEN	Meensvegen 33	3711	SKIEN				929746899
Sør	48647	Human Care Ung AS	1375	Humana Barnevern Arendal	51162	Groos	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AGDER	GRIMSTAD	Landgraffsvei 12	4879	GRIMSTAD				929245466
Sør	27879	Aberia Ung AS	52058	Aberia Ung Sør - Agder	51165	Lillemyr	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke		Privat, kommersiell			AGDER	GRIMSTAD	Lillemyr 9	4879	GRIMSTAD				931329642
Øst			50303	SMS Omsorg AS	51182	Midtskogen	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	NORDRE FOLLO	Midtskogen 7B	1423	SKI				913358562
Vest			51194	Næromsorg Vest AS	51196	Hystad bolig	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 4-1 Hjelpetiltak akutt / § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			VESTLAND	STORD	Hystadvegen 58	5416	STORD				917751919
Vest	48647	Human Care Ung AS	28091	Humana Barnevern Sandnes	51227	Helleberg	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			ROGALAND	TIME	Mårvegen 15	4347	LYE				929789296
